dialog_id,title,turn_count,turn,author,text,N-gram labels,Cosine label,All labels,Intersection,Union (without disambiguities)
counsel_chat | 35,Do I have too many issues for counseling?,2,2,listener,"And, so, you will slog along week-to-week with gradual improvements occurring as she slowly does her best to chip away...The real issue is that these folks don't yet comprehend the integrative nature of each of these subjects and how generally simple it is to understand them, and then eradicate them.",,,,,
counsel_chat | 36,Do I have too many issues for counseling?,2,1,speaker,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",,,,,
counsel_chat | 36,Do I have too many issues for counseling?,2,2,listener,It could be said that you might be the perfect candidate for counseling!,,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 36,Do I have too many issues for counseling?,2,2,listener,"No one is beyond hope, and someone brave enough to be honest regarding their struggles, with the intention of reaching out for help is certainly a person a qualified counselor would be happy to assist.",,,,,
counsel_chat | 36,Do I have too many issues for counseling?,2,2,listener,"You may want to do some research on therapists in your local area who specialize in mind-body connection, or one of the struggles you have acknowledged in your post, in order to find a therapist that is best suited to meet your needs.",,Advise without Permission,['Advise without Permission'],,Advise without Permission
counsel_chat | 36,Do I have too many issues for counseling?,2,2,listener,"Good luck on your search, and remember that the world is a better place with you in it.",,,,,
counsel_chat | 37,Do I have too many issues for counseling?,2,1,speaker,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",,,,,
counsel_chat | 37,Do I have too many issues for counseling?,2,2,listener,"No, there are never too many issues to address in counseling.",,Affirm,['Affirm'],,Affirm
counsel_chat | 37,Do I have too many issues for counseling?,2,2,listener,Therapy would begin by prioritizing what you feel needs to be addressed first.,,Give Information,['Give Information'],,Give Information
counsel_chat | 37,Do I have too many issues for counseling?,2,2,listener,"As one area improves, such as processing history of abuse you are likely to see improvement in other areas of your life...like sleeping better.",,Give Information,['Give Information'],,Give Information
counsel_chat | 38,Do I have too many issues for counseling?,2,1,speaker,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",,,,,
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,"Firstly, I would like to say how amazing that you have been able to live through breast cancer, sexual abuse as well as your depression and anxiety.",,,,,
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,You are stronger than you may believe at this moment for being able to continue to grow and live through these experiences.,,,,,
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,Take a moment to acknowledge your strength and know that this strength will be an asset during the therapeutic process that you will be able to tap into to find increased self esteem and more strength to address the concerns you are having.,"['Give Information', 'Advise without Permission']",Advise without Permission,"['Give Information', 'Advise without Permission']",Advise without Permission,Advise without Permission
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,There are never too many concerns to address in therapy sessions.,,Affirm,['Affirm'],,Affirm
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,"I hope you can find a great therapist who you can trust to listen and work with you to identify and address
the most concerning issues first.",['Support'],Advise without Permission,"['Support', 'Advise without Permission']",,
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,Once you begin to do this you may find an alleviation of symptoms and feelings which could allow you to grow your capacity to manage difficult feelings and situations and address additional concerns.,,Give Information,['Give Information'],,Give Information
counsel_chat | 38,Do I have too many issues for counseling?,2,2,listener,Before you even realize it the issues you are having will begin to feel more manageable.,,,,,
counsel_chat | 39,Do I have too many issues for counseling?,2,1,speaker,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",,,,,
counsel_chat | 39,Do I have too many issues for counseling?,2,2,listener,Absolutely not!,,Affirm,['Affirm'],,Affirm
counsel_chat | 39,Do I have too many issues for counseling?,2,2,listener,It is never too much.,,,,,
counsel_chat | 39,Do I have too many issues for counseling?,2,2,listener,The most important thing is that you are reaching out to get help.,,Support,['Support'],,Support
counsel_chat | 39,Do I have too many issues for counseling?,2,2,listener,Therapy helps you to develop healthier coping strategies and that can help reduce the anxiety and depression as well as improve your sleep.,,Give Information,['Give Information'],,Give Information
